Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+st3plhld@joinansel.com,911-61-0098,2/24/1957,Glover,Aryanna,,M,123 RandStreet,Dallas,Texas,17001,678.716.0249 x85804,549-581-6855,Class A,Title Test,Active,10/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vvlif0sd@joinansel.com,661-63-4636,1/4/1982,Kuhlman,Gussie,,F,123 RandStreet,Dallas,Texas,17001,1-410-898-6686 x0140,885-176-6090,Class A,Title Test,Active,11/29/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+t6lgozri@joinansel.com,346-47-2175,1/28/1961,Douglas,Ariane,,M,123 RandStreet,Dallas,Texas,17001,504.489.2528 x070,190-886-2368,Class A,Title Test,Active,7/22/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yttubglp@joinansel.com,819-09-7773,2/24/1963,Harvey,Larry,,M,123 RandStreet,Dallas,Texas,17001,289.430.9410 x78672,382-005-3277,Class A,Title Test,Active,6/29/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+il5zkvco@joinansel.com,499-00-0450,10/19/1964,Collier,Korey,,M,123 RandStreet,Dallas,Texas,17001,872.588.6207 x638,102-324-4155,Class A,Title Test,Active,11/3/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+bguiqrpp@joinansel.com,325-45-7137,4/22/1988,Kuhlman,Tobin,,F,123 RandStreet,Dallas,Texas,17001,530-236-6386 x063,882-218-0710,Class A,Title Test,Active,3/6/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+goexr0mq@joinansel.com,513-33-8565,11/22/1944,Lubowitz,Ignacio,,F,123 RandStreet,Dallas,Texas,17001,883.319.1664,449-221-7056,Class A,Title Test,Active,10/31/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+8pfa27v9@joinansel.com,170-19-6377,3/24/1959,Hackett,Emery,,F,123 RandStreet,Dallas,Texas,17001,454.855.5249 x06353,009-676-1276,Class A,Title Test,Active,2/2/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+q6jqqzoh@joinansel.com,304-25-6608,10/18/2000,Price,Tobin,,F,123 RandStreet,Dallas,Texas,17001,422.405.1122 x020,008-099-5680,Class A,Title Test,Active,6/26/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+8gnuupnb@joinansel.com,012-68-2480,4/10/1983,Turcotte,Terrence,,M,123 RandStreet,Dallas,Texas,17001,1-220-472-8494 x4684,452-722-9318,Class A,Title Test,Active,9/6/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
