Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+wiyfgat5@joinansel.com,640-53-8272,6/28/1972,Altenwerth,Gillian,,M,123 RandStreet,Dallas,Texas,17001,(567) 904-1590,105-670-9575,Class A,Title Test,Active,9/9/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+btgaxogx@joinansel.com,170-10-1704,3/30/1983,Wisozk-Franecki,Marco,,F,123 RandStreet,Dallas,Texas,17001,767.808.3929 x10476,279-806-5842,Class A,Title Test,Active,2/7/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+jd8uu9uj@joinansel.com,845-08-1374,12/21/1997,Wolff,Elaina,,F,123 RandStreet,Dallas,Texas,17001,1-480-543-5812 x527,385-004-8111,Class A,Title Test,Active,10/17/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+azouudrp@joinansel.com,120-03-6181,12/29/1959,Emard,Alberto,,F,123 RandStreet,Dallas,Texas,17001,(469) 410-7138 x63900,544-192-4107,Class A,Title Test,Active,3/29/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hsne32wo@joinansel.com,828-33-8851,5/26/1975,Morar,Genesis,,M,123 RandStreet,Dallas,Texas,17001,1-267-869-9442 x48486,216-493-0268,Class A,Title Test,Active,4/23/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+47huurwq@joinansel.com,819-45-5843,8/23/1969,Schinner,Geoffrey,,F,123 RandStreet,Dallas,Texas,17001,339-222-7173,460-050-7785,Class A,Title Test,Active,8/24/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wk4i2z0l@joinansel.com,621-03-5301,10/7/1987,Kertzmann,Veronica,,M,123 RandStreet,Dallas,Texas,17001,(927) 665-9416 x2283,569-432-5550,Class A,Title Test,Active,10/11/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yzctdpio@joinansel.com,371-21-5758,3/17/1967,Rippin,Deron,,F,123 RandStreet,Dallas,Texas,17001,1-889-821-4151 x224,720-492-9144,Class A,Title Test,Active,2/13/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mbfeyqfi@joinansel.com,174-09-0200,2/15/1953,Prosacco,Gilberto,,F,123 RandStreet,Dallas,Texas,17001,712.702.2778,298-049-0202,Class A,Title Test,Active,10/10/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+gdjpigdv@joinansel.com,472-54-7943,9/8/1943,Jenkins-Gutkowski,Katelynn,,M,123 RandStreet,Dallas,Texas,17001,1-871-936-9385 x112,679-398-2399,Class A,Title Test,Active,2/14/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
