Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Lavada.Abshire@yahoo.com,992-91-7016,2/24/2000,Williamson,Lafayette,,F,123 RandStreet,Dallas,Texas,17001,1-576-616-5894 x25367,740-487-6100,Class A,Title Test,Active,8/5/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Charlotte.Swift90@gmail.com,447-65-4949,2/22/1975,Gutkowski,Alize,,F,123 RandStreet,Dallas,Texas,17001,1-704-228-0996,043-446-8673,Class A,Title Test,Active,10/24/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Emily_Langosh5@yahoo.com,689-64-7138,11/4/1998,Hessel,River,,M,123 RandStreet,Dallas,Texas,17001,573.622.6563 x41404,427-060-0042,Class A,Title Test,Active,10/8/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Winston29@yahoo.com,747-32-2118,10/29/1975,Mueller,Sincere,,M,123 RandStreet,Dallas,Texas,17001,(490) 224-6848 x735,357-679-2331,Class A,Title Test,Active,7/13/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Emilio57@gmail.com,006-47-0534,8/20/1982,Heidenreich-Hills,Brandyn,,F,123 RandStreet,Dallas,Texas,17001,636-314-2580 x19038,667-697-6793,Class A,Title Test,Active,5/10/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Chaz_Schiller84@hotmail.com,276-94-1472,8/16/1996,McCullough,Darius,,F,123 RandStreet,Dallas,Texas,17001,(917) 382-1027 x61219,924-760-9843,Class A,Title Test,Active,2/1/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Charlene_Mertz@yahoo.com,996-64-0750,1/18/1981,Orn,Nadia,,M,123 RandStreet,Dallas,Texas,17001,(846) 819-8722 x50847,383-399-2044,Class A,Title Test,Active,7/31/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Shea_Bernier4@hotmail.com,121-94-0982,5/28/1951,Breitenberg,Jarrett,,F,123 RandStreet,Dallas,Texas,17001,946.908.1618,942-905-9524,Class A,Title Test,Active,1/24/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rubie.Quigley60@hotmail.com,267-51-3345,10/23/1995,Barrows,Liliane,,M,123 RandStreet,Dallas,Texas,17001,859.948.9168 x02173,956-009-0027,Class A,Title Test,Active,11/19/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rashad.Morissette39@hotmail.com,384-29-3969,11/5/1982,Gusikowski-Hagenes,Maximus,,F,123 RandStreet,Dallas,Texas,17001,1-217-508-1647 x2734,420-307-9746,Class A,Title Test,Active,10/16/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
