Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+k7mmkytg@joinansel.com,668-82-3489,6/1/1980,Vandervort,Davion,,M,123 RandStreet,Dallas,Texas,17001,966-925-8903 x0744,438-432-7369,Class A,Title Test,Active,6/10/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+btabqikv@joinansel.com,709-15-3418,3/31/1956,Wiegand,Alene,,F,123 RandStreet,Dallas,Texas,17001,(374) 704-5257 x30818,542-109-7159,Class A,Title Test,Active,8/14/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+iru7uyfh@joinansel.com,158-88-3188,12/15/1979,Conroy,Aylin,,M,123 RandStreet,Dallas,Texas,17001,273.875.7680,904-078-0020,Class A,Title Test,Active,12/8/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+pptpqdir@joinansel.com,729-24-8319,5/22/1964,West,Marcelle,,F,123 RandStreet,Dallas,Texas,17001,233-863-2876 x2737,857-373-1011,Class A,Title Test,Active,6/17/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ts9y3pco@joinansel.com,001-59-4481,8/6/1995,Torphy,Guy,,F,123 RandStreet,Dallas,Texas,17001,1-456-973-0872 x8651,035-670-7239,Class A,Title Test,Active,2/10/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+iax64ugy@joinansel.com,030-29-1735,10/30/1950,Littel,Rae,,M,123 RandStreet,Dallas,Texas,17001,331.388.9389,223-272-5244,Class A,Title Test,Active,10/21/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mths4q9r@joinansel.com,785-80-7189,2/1/1944,Schumm,Alessia,,F,123 RandStreet,Dallas,Texas,17001,(715) 810-6015 x97215,610-127-1205,Class A,Title Test,Active,1/10/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+uhqlvt00@joinansel.com,217-19-7372,11/12/1978,Romaguera,Maynard,,M,123 RandStreet,Dallas,Texas,17001,1-306-588-0792,858-372-3345,Class A,Title Test,Active,3/3/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+duth2pi8@joinansel.com,926-65-1655,5/29/1993,Stracke,Therese,,F,123 RandStreet,Dallas,Texas,17001,1-428-331-4905,224-438-8110,Class A,Title Test,Active,2/10/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nbovcolf@joinansel.com,601-51-1670,9/10/1988,Cruickshank,Otha,,M,123 RandStreet,Dallas,Texas,17001,725.920.2040 x612,679-624-6523,Class A,Title Test,Active,6/23/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
