Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+yb7tpo3s@joinansel.com,546-85-7835,7/27/1996,Treutel,Nikolas,,F,123 RandStreet,Dallas,Texas,17001,523.907.9818 x715,353-609-7548,Class A,Title Test,Active,6/4/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2dtibshv@joinansel.com,312-92-7043,7/6/1966,Witting-Brown,Vincenzo,,M,123 RandStreet,Dallas,Texas,17001,875-784-1283 x474,466-149-4079,Class A,Title Test,Active,11/12/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wzqypuro@joinansel.com,322-93-3373,7/16/1986,Buckridge,Antonina,,M,123 RandStreet,Dallas,Texas,17001,(407) 244-8618 x9635,534-078-5946,Class A,Title Test,Active,3/8/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tcm709yv@joinansel.com,230-10-2503,4/3/1940,Donnelly,Clifton,,F,123 RandStreet,Dallas,Texas,17001,1-279-883-3750 x6331,961-743-6329,Class A,Title Test,Active,5/16/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+gvoqhyxy@joinansel.com,113-46-0407,9/20/1983,Schulist,Emil,,M,123 RandStreet,Dallas,Texas,17001,355-709-6923,384-671-5537,Class A,Title Test,Active,4/16/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vynqv40t@joinansel.com,583-76-1816,7/29/1959,Frami,Dominic,,M,123 RandStreet,Dallas,Texas,17001,1-644-291-1637 x592,546-854-1089,Class A,Title Test,Active,9/9/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+p12xnlm3@joinansel.com,521-66-6596,10/14/1993,Hand,Urban,,M,123 RandStreet,Dallas,Texas,17001,(985) 547-0424 x07947,849-991-1982,Class A,Title Test,Active,5/25/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+36qfofyx@joinansel.com,707-45-8595,12/4/1986,Kuphal,Lizzie,,M,123 RandStreet,Dallas,Texas,17001,1-361-742-7214 x14912,095-358-1008,Class A,Title Test,Active,7/12/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ck0xtohl@joinansel.com,454-60-1291,2/8/1965,Heller,Mike,,F,123 RandStreet,Dallas,Texas,17001,(859) 929-5112 x135,419-933-1584,Class A,Title Test,Active,12/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+pbjbocys@joinansel.com,783-23-8345,4/11/1950,Steuber,Darion,,F,123 RandStreet,Dallas,Texas,17001,(974) 485-7963 x0390,811-521-8994,Class A,Title Test,Active,5/7/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
