Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+yl6wv22t@joinansel.com,265-28-5543,5/5/1943,Hilpert,Benny,,F,123 RandStreet,Dallas,Texas,17001,979-651-9241,814-158-6031,Class A,Title Test,Active,6/13/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ft9orl3c@joinansel.com,445-45-5691,4/3/1996,Armstrong,Bennett,,M,123 RandStreet,Dallas,Texas,17001,576-918-6363,558-874-3829,Class A,Title Test,Active,9/29/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fdccoxx0@joinansel.com,018-46-4799,7/30/1974,Lowe,Edgardo,,F,123 RandStreet,Dallas,Texas,17001,402-232-9242,055-654-4338,Class A,Title Test,Active,6/7/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+oezcrs3o@joinansel.com,164-25-9214,6/23/1982,Carroll,Randy,,F,123 RandStreet,Dallas,Texas,17001,351.417.3523 x750,110-512-2564,Class A,Title Test,Active,5/30/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lseqtlra@joinansel.com,829-04-7253,8/11/1953,Berge,General,,F,123 RandStreet,Dallas,Texas,17001,(358) 428-8570 x589,216-628-2428,Class A,Title Test,Active,5/11/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+g2c32m4b@joinansel.com,243-68-6874,10/26/1994,Daniel,Jonathon,,F,123 RandStreet,Dallas,Texas,17001,770-847-9718 x9091,925-205-6722,Class A,Title Test,Active,5/14/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+x2psiiow@joinansel.com,912-40-3513,10/31/1973,Klocko,Telly,,F,123 RandStreet,Dallas,Texas,17001,325.407.1788 x4294,381-997-6218,Class A,Title Test,Active,10/11/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yy9o00jw@joinansel.com,069-04-9387,12/10/1995,Rau,Ellis,,M,123 RandStreet,Dallas,Texas,17001,(232) 346-5657 x0626,290-735-6286,Class A,Title Test,Active,12/27/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dvxehjat@joinansel.com,931-93-9763,5/25/1965,Shanahan,Ruthie,,M,123 RandStreet,Dallas,Texas,17001,385.353.1505 x126,048-173-6426,Class A,Title Test,Active,11/25/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+urd4zlkh@joinansel.com,097-60-9649,12/5/1998,Mayer,Guido,,F,123 RandStreet,Dallas,Texas,17001,(296) 273-8827 x52517,515-812-6949,Class A,Title Test,Active,7/6/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
