Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+jmsmkes1@joinansel.com,146-84-5538,12/14/1948,Strosin,Mozell,,F,123 RandStreet,Dallas,Texas,17001,586.822.5415 x9773,787-843-7933,Class A,Title Test,Active,9/28/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+0u8fcnxc@joinansel.com,038-87-9573,3/4/1975,Stoltenberg-Lebsack,Lilyan,,F,123 RandStreet,Dallas,Texas,17001,954.348.5132,175-675-5806,Class A,Title Test,Active,6/18/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vj8rmaxg@joinansel.com,505-70-1466,9/22/1976,Metz,Alvis,,F,123 RandStreet,Dallas,Texas,17001,680-910-6791 x2227,783-169-9451,Class A,Title Test,Active,12/20/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tn8jqvbh@joinansel.com,123-47-3280,7/13/1962,Zieme,Lottie,,M,123 RandStreet,Dallas,Texas,17001,1-416-550-1080,731-018-6016,Class A,Title Test,Active,3/29/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hc8mprpy@joinansel.com,808-66-7637,3/3/1947,Weber,Geovany,,F,123 RandStreet,Dallas,Texas,17001,656-208-9929 x348,958-974-3675,Class A,Title Test,Active,2/2/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vk2fm3hr@joinansel.com,555-86-4501,7/21/2000,Ratke,Bernadette,,F,123 RandStreet,Dallas,Texas,17001,(627) 894-1497,037-776-8934,Class A,Title Test,Active,10/24/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ppyi2bhx@joinansel.com,433-76-1437,6/15/1990,Thiel,Suzanne,,F,123 RandStreet,Dallas,Texas,17001,(647) 457-7201 x980,196-905-2188,Class A,Title Test,Active,3/14/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+jk2rpbba@joinansel.com,058-34-3523,3/7/1995,Emmerich,Claud,,M,123 RandStreet,Dallas,Texas,17001,(511) 704-8489 x7335,740-833-7830,Class A,Title Test,Active,10/23/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+pmti3lqq@joinansel.com,385-47-8785,8/27/1993,Shanahan,Colton,,F,123 RandStreet,Dallas,Texas,17001,520.659.2084 x567,456-913-8090,Class A,Title Test,Active,3/29/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yrpigp6q@joinansel.com,167-03-0530,9/25/1963,Lubowitz,Nathen,,M,123 RandStreet,Dallas,Texas,17001,514-729-0255 x7252,083-830-8102,Class A,Title Test,Active,10/25/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
