Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+tffi54cr@joinansel.com,068-55-7886,3/18/1990,Jerde,Maye,,M,123 RandStreet,Dallas,Texas,17001,611.578.5074 x34564,064-565-7415,Class A,Title Test,Active,9/29/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+q8i48pyd@joinansel.com,573-88-3389,5/29/1966,Leannon-Lowe,Greg,,M,123 RandStreet,Dallas,Texas,17001,(426) 555-8971 x22034,478-965-0747,Class A,Title Test,Active,8/29/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+qp4pkwsg@joinansel.com,633-70-3809,7/29/1995,Sanford,Alize,,M,123 RandStreet,Dallas,Texas,17001,422.758.8359,138-597-1305,Class A,Title Test,Active,1/12/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+0jfdkd18@joinansel.com,918-45-9545,4/8/1996,Lakin,Damion,,F,123 RandStreet,Dallas,Texas,17001,1-494-229-8215 x85601,604-280-6175,Class A,Title Test,Active,6/21/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+044x4wt7@joinansel.com,415-79-2633,12/17/2000,Rutherford,Mollie,,F,123 RandStreet,Dallas,Texas,17001,355-326-8857,386-789-6765,Class A,Title Test,Active,3/16/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+qhhxkvoo@joinansel.com,118-63-3629,8/18/1974,Tremblay,Augustine,,M,123 RandStreet,Dallas,Texas,17001,(445) 350-8194 x0832,732-586-8312,Class A,Title Test,Active,12/31/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xw1x6zvo@joinansel.com,516-29-3132,11/6/1971,Schuppe,Prince,,M,123 RandStreet,Dallas,Texas,17001,(232) 812-5912 x2363,683-489-9480,Class A,Title Test,Active,9/21/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fzzyryxy@joinansel.com,175-82-8537,2/27/1996,Lindgren-Moore,Samson,,F,123 RandStreet,Dallas,Texas,17001,1-306-289-4935 x7420,545-625-1973,Class A,Title Test,Active,7/2/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ohwne6j2@joinansel.com,950-64-4924,7/31/1972,Kassulke,Terrance,,F,123 RandStreet,Dallas,Texas,17001,(545) 425-1398 x26445,025-697-6317,Class A,Title Test,Active,7/13/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+thsfgmgy@joinansel.com,048-68-6294,9/7/1978,Rau,Shanon,,M,123 RandStreet,Dallas,Texas,17001,543.716.0593 x16697,634-739-2171,Class A,Title Test,Active,6/9/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
