Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+ziffy6ck@joinansel.com,435-11-5744,2/19/1952,Flatley,Lamont,,F,123 RandStreet,Dallas,Texas,17001,807.984.8515,799-919-9934,Class A,Title Test,Active,4/1/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+8cmaoypt@joinansel.com,826-85-8008,7/25/1944,Pfeffer,Renee,,F,123 RandStreet,Dallas,Texas,17001,977-877-5019,092-311-6728,Class A,Title Test,Active,12/15/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+baqykz1k@joinansel.com,652-98-0430,1/3/1976,Huels,Kasey,,F,123 RandStreet,Dallas,Texas,17001,1-897-930-5194 x073,595-565-3228,Class A,Title Test,Active,10/9/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+8avg8fbl@joinansel.com,268-15-9871,5/13/1959,Jacobi,Gladyce,,F,123 RandStreet,Dallas,Texas,17001,705.734.6212 x9101,990-469-9338,Class A,Title Test,Active,7/25/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+1ols0isk@joinansel.com,960-51-5641,1/4/1995,O'Reilly,Norbert,,F,123 RandStreet,Dallas,Texas,17001,575-621-5770,628-126-8748,Class A,Title Test,Active,6/24/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+pof8e8jx@joinansel.com,963-61-1885,2/11/1948,Greenfelder,Rashad,,F,123 RandStreet,Dallas,Texas,17001,749-861-2627 x6714,499-269-2755,Class A,Title Test,Active,6/9/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xsmhgwjp@joinansel.com,392-10-0029,6/3/1956,Mosciski,Evan,,M,123 RandStreet,Dallas,Texas,17001,937-597-5443 x50874,186-508-5497,Class A,Title Test,Active,11/19/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wdz51hjb@joinansel.com,110-81-6874,5/16/1968,Rice-Buckridge,Leanna,,F,123 RandStreet,Dallas,Texas,17001,876-480-8755 x836,343-397-9330,Class A,Title Test,Active,12/1/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+43ttlapa@joinansel.com,868-40-0832,8/28/1968,Deckow,Dayna,,F,123 RandStreet,Dallas,Texas,17001,880-569-2234,112-487-6278,Class A,Title Test,Active,8/16/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vrtui4ea@joinansel.com,315-57-6807,10/22/1996,Lakin,Therese,,M,123 RandStreet,Dallas,Texas,17001,936.593.6970 x314,318-910-7478,Class A,Title Test,Active,11/5/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
