Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+ctxzsn4q@joinansel.com,205-18-8517,6/28/1967,Howe,Yasmine,,M,123 RandStreet,Dallas,Texas,17001,369.993.3183,639-420-9009,Class A,Title Test,Active,11/2/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ctybxtzq@joinansel.com,963-46-6543,9/22/1978,Stoltenberg,Gwen,,M,123 RandStreet,Dallas,Texas,17001,1-903-422-6263 x31711,775-530-8301,Class A,Title Test,Active,10/1/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+cltxlfe8@joinansel.com,927-05-7459,10/30/1990,Lehner,Wendell,,M,123 RandStreet,Dallas,Texas,17001,1-939-472-4586,529-643-5775,Class A,Title Test,Active,5/24/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hxfdahcq@joinansel.com,663-59-3127,7/22/1993,Hirthe,Veda,,M,123 RandStreet,Dallas,Texas,17001,870-771-2522 x1025,091-381-9542,Class A,Title Test,Active,9/11/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+d6llvq51@joinansel.com,101-66-1062,9/23/2000,Orn,Miguel,,M,123 RandStreet,Dallas,Texas,17001,1-643-788-4948 x135,949-470-0046,Class A,Title Test,Active,10/13/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+py1nluxq@joinansel.com,922-82-3149,9/24/1958,Bartoletti,Bettie,,F,123 RandStreet,Dallas,Texas,17001,734-395-7456,484-135-1991,Class A,Title Test,Active,6/29/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+cdlsx25a@joinansel.com,068-78-3650,11/25/1989,Hayes,Clotilde,,M,123 RandStreet,Dallas,Texas,17001,1-835-572-6824 x91453,799-211-4659,Class A,Title Test,Active,1/20/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+aqqwqcle@joinansel.com,716-87-7696,12/19/1974,Borer,Duncan,,F,123 RandStreet,Dallas,Texas,17001,885-599-7060 x024,845-767-4732,Class A,Title Test,Active,1/19/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fin6zafd@joinansel.com,784-68-2144,6/5/1995,Harvey,Marcelle,,F,123 RandStreet,Dallas,Texas,17001,1-452-759-7031 x166,027-947-9445,Class A,Title Test,Active,11/5/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lhkfxdpl@joinansel.com,711-92-6488,5/28/1940,Murazik-Willms,Allan,,F,123 RandStreet,Dallas,Texas,17001,263.729.8851 x99688,346-300-2282,Class A,Title Test,Active,9/28/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
