Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+p47gj9in@joinansel.com,473-18-5828,11/14/1976,Effertz,Raoul,,M,123 RandStreet,Dallas,Texas,17001,755-421-8171,236-507-0509,Class A,Title Test,Active,5/15/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+7iiio0kq@joinansel.com,922-56-1026,3/30/1998,Rempel,Destiny,,F,123 RandStreet,Dallas,Texas,17001,892.348.5569 x58621,985-332-5725,Class A,Title Test,Active,2/24/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ckyfoivx@joinansel.com,791-40-9089,8/30/1980,Heathcote,Tyrique,,F,123 RandStreet,Dallas,Texas,17001,1-735-232-8366,946-843-8391,Class A,Title Test,Active,2/13/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wiggturr@joinansel.com,536-68-7552,9/15/1940,Kohler,Lenny,,M,123 RandStreet,Dallas,Texas,17001,(528) 787-4257,457-063-3664,Class A,Title Test,Active,2/1/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+gxghoed8@joinansel.com,441-40-7762,6/4/1992,Weissnat,Destiney,,F,123 RandStreet,Dallas,Texas,17001,884-456-5597 x29631,108-485-3792,Class A,Title Test,Active,6/9/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+1xcyyukq@joinansel.com,164-44-3787,11/8/1973,Casper,Chaz,,M,123 RandStreet,Dallas,Texas,17001,(658) 448-9336 x837,804-615-9142,Class A,Title Test,Active,2/28/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wvh3kddm@joinansel.com,473-50-6772,6/18/1963,Jaskolski,Chelsey,,F,123 RandStreet,Dallas,Texas,17001,741-868-4783 x90391,941-348-5738,Class A,Title Test,Active,3/9/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tg67bcji@joinansel.com,223-75-5777,5/20/1949,Abshire,Princess,,M,123 RandStreet,Dallas,Texas,17001,646-974-1728,376-658-5730,Class A,Title Test,Active,10/6/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hx9rioby@joinansel.com,030-43-2740,10/2/1982,Stoltenberg,Kayden,,M,123 RandStreet,Dallas,Texas,17001,1-457-875-3300 x76898,485-621-3152,Class A,Title Test,Active,1/22/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+gry1ea7z@joinansel.com,265-30-2508,9/7/1950,Bechtelar,Ova,,M,123 RandStreet,Dallas,Texas,17001,739.542.5788,989-778-1073,Class A,Title Test,Active,3/9/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
