Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+kylxozoq@joinansel.com,194-82-6877,6/27/1951,Towne,Hunter,,F,123 RandStreet,Dallas,Texas,17001,827-724-6960 x285,362-907-7299,Class A,Title Test,Active,10/6/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+k1fwo8pm@joinansel.com,024-31-9867,4/23/2000,Swaniawski,Aisha,,M,123 RandStreet,Dallas,Texas,17001,544-588-5624,166-372-2276,Class A,Title Test,Active,5/7/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nsej61ap@joinansel.com,904-22-9017,1/27/1949,Berge,Steve,,F,123 RandStreet,Dallas,Texas,17001,(586) 339-3376 x14973,383-093-5610,Class A,Title Test,Active,10/16/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+57nmtt4f@joinansel.com,576-77-7813,9/30/1960,Torp,Carolina,,F,123 RandStreet,Dallas,Texas,17001,(371) 419-0925,733-556-8274,Class A,Title Test,Active,7/21/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+q4yivfj7@joinansel.com,397-27-7223,3/16/1990,Blanda,Ruby,,F,123 RandStreet,Dallas,Texas,17001,(303) 489-1202,896-078-9761,Class A,Title Test,Active,11/19/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+eesvgseu@joinansel.com,310-49-4877,3/17/1948,Hamill,Hortense,,F,123 RandStreet,Dallas,Texas,17001,441-745-6033 x2591,165-061-7044,Class A,Title Test,Active,2/11/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nbos5lyg@joinansel.com,508-94-4668,7/14/1952,Jast,Don,,M,123 RandStreet,Dallas,Texas,17001,867.809.0290 x239,225-424-9355,Class A,Title Test,Active,10/10/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+niuiqkwp@joinansel.com,932-94-6783,4/21/1969,Towne,Armando,,M,123 RandStreet,Dallas,Texas,17001,(804) 918-3227 x9123,452-149-9795,Class A,Title Test,Active,9/3/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+7mvjfcrg@joinansel.com,578-37-1308,12/1/1985,Ondricka,Hudson,,F,123 RandStreet,Dallas,Texas,17001,1-527-996-2900 x7130,205-313-8116,Class A,Title Test,Active,5/24/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+pr4hotnt@joinansel.com,413-91-1019,4/24/1961,Abbott,Marcelo,,M,123 RandStreet,Dallas,Texas,17001,745-302-2748 x1490,285-237-4402,Class A,Title Test,Active,5/18/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
