Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+ewypirsl@joinansel.com,732-75-7438,11/18/1952,Kerluke,Tanya,,M,123 RandStreet,Dallas,Texas,17001,1-989-664-2169 x352,741-762-5076,Class A,Title Test,Active,3/4/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+flwb03bo@joinansel.com,011-51-8579,6/9/1973,Watsica,Rocky,,F,123 RandStreet,Dallas,Texas,17001,394.999.7801 x40908,533-064-2526,Class A,Title Test,Active,3/25/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xyoegugs@joinansel.com,557-69-8129,7/25/1946,Wunsch,Kasey,,M,123 RandStreet,Dallas,Texas,17001,(224) 699-9464,230-831-9838,Class A,Title Test,Active,12/4/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mutyt6iu@joinansel.com,285-21-3312,11/20/1963,Lynch,Alejandra,,M,123 RandStreet,Dallas,Texas,17001,(350) 972-4131 x3711,126-648-5776,Class A,Title Test,Active,4/7/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mvsztyxg@joinansel.com,586-99-8060,1/9/1982,Oberbrunner,Halie,,M,123 RandStreet,Dallas,Texas,17001,(692) 384-8266 x8389,091-449-1529,Class A,Title Test,Active,1/28/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+5svsozbi@joinansel.com,107-40-6728,6/2/1949,Donnelly,Izaiah,,M,123 RandStreet,Dallas,Texas,17001,253.960.2463 x55137,018-617-4299,Class A,Title Test,Active,9/12/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+m6szc3sf@joinansel.com,239-24-0756,9/18/1945,Leannon,Queen,,F,123 RandStreet,Dallas,Texas,17001,733.518.6168,449-477-0039,Class A,Title Test,Active,10/12/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+asd4en8v@joinansel.com,330-13-6749,3/7/1998,Bosco,Carolyne,,M,123 RandStreet,Dallas,Texas,17001,815.281.0754 x850,448-978-6476,Class A,Title Test,Active,2/14/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+9vywcert@joinansel.com,245-89-9039,12/4/1941,White,Aurelia,,M,123 RandStreet,Dallas,Texas,17001,317-674-4455 x939,290-790-6730,Class A,Title Test,Active,11/24/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+h49rp1om@joinansel.com,892-16-4862,9/29/1977,Kilback,Glen,,F,123 RandStreet,Dallas,Texas,17001,1-569-318-2109 x8474,658-178-3586,Class A,Title Test,Active,2/5/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
