Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+0ymknrsp@joinansel.com,499-44-9849,7/28/1945,Macejkovic,Jada,,M,123 RandStreet,Dallas,Texas,17001,(984) 958-3075,712-941-0329,Class A,Title Test,Active,10/5/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ie8iq31g@joinansel.com,431-50-8029,10/29/1998,Gorczany,Lelah,,M,123 RandStreet,Dallas,Texas,17001,1-419-929-6353,828-044-6002,Class A,Title Test,Active,1/17/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+agkp3zrj@joinansel.com,446-71-7367,11/13/1995,Hessel,Aliya,,M,123 RandStreet,Dallas,Texas,17001,882.404.4549 x1773,818-038-9367,Class A,Title Test,Active,2/28/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+k0nslwyh@joinansel.com,644-51-1089,7/7/1974,Prosacco,Hollis,,M,123 RandStreet,Dallas,Texas,17001,1-956-898-3674,464-517-6982,Class A,Title Test,Active,9/30/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lhqlko1w@joinansel.com,191-80-5447,9/15/1956,McLaughlin,Miller,,F,123 RandStreet,Dallas,Texas,17001,698.257.7387 x0214,642-292-4383,Class A,Title Test,Active,5/15/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+jeao5tel@joinansel.com,209-75-9945,8/31/1947,Barton,Garry,,F,123 RandStreet,Dallas,Texas,17001,(950) 547-8583 x978,015-152-0905,Class A,Title Test,Active,12/24/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yv7v8e5g@joinansel.com,827-29-1810,7/22/1960,Macejkovic,Ellie,,F,123 RandStreet,Dallas,Texas,17001,1-333-498-7128,870-326-3442,Class A,Title Test,Active,11/22/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+b1ew87a4@joinansel.com,970-50-9685,11/30/1947,Emard-Kemmer,Alene,,M,123 RandStreet,Dallas,Texas,17001,413.274.3108 x34321,945-879-1138,Class A,Title Test,Active,10/9/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2ug38t8f@joinansel.com,575-51-3314,10/26/1996,Carter,Lacey,,M,123 RandStreet,Dallas,Texas,17001,303.549.2331 x03711,113-133-9433,Class A,Title Test,Active,9/12/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ufz0ddxe@joinansel.com,832-87-4033,10/22/1962,Weber,Janelle,,F,123 RandStreet,Dallas,Texas,17001,793-880-3000 x92305,919-352-5161,Class A,Title Test,Active,11/28/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
