Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+uxvecpro@joinansel.com,353-00-5224,4/29/1998,Altenwerth,Lilly,,M,123 RandStreet,Dallas,Texas,17001,213-628-5267 x7999,177-626-1631,Class A,Title Test,Active,7/27/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+puj3jggz@joinansel.com,418-67-0311,6/23/1980,Bruen,Oran,,M,123 RandStreet,Dallas,Texas,17001,1-895-466-4269 x473,804-088-6820,Class A,Title Test,Active,10/26/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lahjdpov@joinansel.com,432-01-9357,7/12/1970,O'Kon,Halie,,M,123 RandStreet,Dallas,Texas,17001,1-516-985-2735 x45725,538-736-1401,Class A,Title Test,Active,9/14/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+zlch1qst@joinansel.com,146-37-8144,11/8/1944,Fahey-Murray,Vernon,,M,123 RandStreet,Dallas,Texas,17001,836.724.3801,689-928-9607,Class A,Title Test,Active,1/4/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+rqbppnu5@joinansel.com,953-04-3636,4/15/1953,Goldner,Linnea,,F,123 RandStreet,Dallas,Texas,17001,1-701-914-1202 x08834,383-831-6341,Class A,Title Test,Active,4/26/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+funhtlvn@joinansel.com,723-79-5506,7/7/1992,Schmidt,Katelyn,,F,123 RandStreet,Dallas,Texas,17001,964.633.3233 x773,070-944-4992,Class A,Title Test,Active,7/6/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ilbfqugq@joinansel.com,769-49-2624,1/22/1962,Feil,Beatrice,,M,123 RandStreet,Dallas,Texas,17001,1-660-549-6963 x4910,238-590-4477,Class A,Title Test,Active,7/28/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+sgvvaj7x@joinansel.com,284-54-7353,4/15/1998,Nienow,Roxane,,F,123 RandStreet,Dallas,Texas,17001,403.881.5553,456-413-1920,Class A,Title Test,Active,11/5/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+zjspzkvg@joinansel.com,879-00-9761,4/30/1981,Hudson,Ettie,,M,123 RandStreet,Dallas,Texas,17001,279-930-7705 x463,917-343-6428,Class A,Title Test,Active,6/15/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+bfq467uw@joinansel.com,350-88-2766,8/27/1966,Gusikowski,Liza,,F,123 RandStreet,Dallas,Texas,17001,439.780.5920 x4004,148-232-7764,Class A,Title Test,Active,3/25/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
