Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+8awdpntm@joinansel.com,897-70-2984,2/18/1959,Spencer,Blanche,,M,123 RandStreet,Dallas,Texas,17001,438.401.9771 x97840,379-760-0412,Class A,Title Test,Active,1/24/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+kvui2ven@joinansel.com,962-32-3700,4/27/1990,Cartwright,Sister,,M,123 RandStreet,Dallas,Texas,17001,1-913-908-4567 x58438,501-476-8392,Class A,Title Test,Active,1/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+5atpl4ib@joinansel.com,415-53-7439,1/5/1940,Kovacek,Cathy,,F,123 RandStreet,Dallas,Texas,17001,1-722-347-3455 x960,241-337-7118,Class A,Title Test,Active,1/16/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+blfwcpr9@joinansel.com,219-51-8069,8/1/1979,Howell,Wilber,,M,123 RandStreet,Dallas,Texas,17001,488.420.4552,098-219-6320,Class A,Title Test,Active,9/22/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+regjee5k@joinansel.com,388-17-6423,7/26/1953,Gulgowski,Lea,,M,123 RandStreet,Dallas,Texas,17001,1-761-952-9115,994-609-6458,Class A,Title Test,Active,12/3/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ysehrbzl@joinansel.com,810-62-0298,7/23/1988,Becker,Mervin,,F,123 RandStreet,Dallas,Texas,17001,585.619.5393 x12167,476-760-4673,Class A,Title Test,Active,10/25/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+szwhzbyn@joinansel.com,230-76-9419,6/27/1984,Jast-Champlin,Eunice,,F,123 RandStreet,Dallas,Texas,17001,964-853-6874 x69615,300-901-2489,Class A,Title Test,Active,4/20/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+7zicpndr@joinansel.com,383-34-3067,8/4/1969,Bogisich,Larry,,F,123 RandStreet,Dallas,Texas,17001,(780) 342-6231,039-209-8625,Class A,Title Test,Active,12/10/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+og65ives@joinansel.com,008-64-2309,3/11/1956,Abbott,Kennith,,M,123 RandStreet,Dallas,Texas,17001,1-847-671-9368 x35208,353-945-0801,Class A,Title Test,Active,7/23/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+riwgrf4j@joinansel.com,515-26-5753,4/20/1998,Bartoletti,Afton,,F,123 RandStreet,Dallas,Texas,17001,524-362-7087 x692,918-983-6364,Class A,Title Test,Active,4/12/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
