Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+eqvmenfp@joinansel.com,011-88-6537,12/17/1970,Weber,Winston,,F,123 RandStreet,Dallas,Texas,17001,(361) 275-5006 x3765,744-779-5999,Class A,Title Test,Active,2/23/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+l5arxtbh@joinansel.com,000-96-5183,11/18/1952,Ullrich,Hope,,F,123 RandStreet,Dallas,Texas,17001,(688) 811-7799 x395,623-295-7796,Class A,Title Test,Active,12/22/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+oedolzgc@joinansel.com,075-64-0475,3/31/2000,Fahey,Darrin,,F,123 RandStreet,Dallas,Texas,17001,866-414-4786 x053,660-046-8173,Class A,Title Test,Active,6/12/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tnjwtpqr@joinansel.com,235-86-9555,6/20/1956,Marks,Alexandrea,,F,123 RandStreet,Dallas,Texas,17001,576-599-2279 x48327,081-284-0923,Class A,Title Test,Active,4/29/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+6kmvyvie@joinansel.com,460-52-2784,4/13/1980,Lehner,Gladyce,,F,123 RandStreet,Dallas,Texas,17001,307.827.1848 x4830,645-796-4709,Class A,Title Test,Active,3/14/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fuq3ffcq@joinansel.com,028-58-5114,5/25/1961,McClure,Nona,,M,123 RandStreet,Dallas,Texas,17001,888-508-3479 x623,953-690-1367,Class A,Title Test,Active,11/20/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+rgbnujsj@joinansel.com,971-21-9309,11/22/1986,Rosenbaum,Sid,,F,123 RandStreet,Dallas,Texas,17001,(795) 645-5333 x5216,145-483-9874,Class A,Title Test,Active,8/22/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+snras7ws@joinansel.com,661-42-0839,3/18/1965,Nicolas,Madonna,,F,123 RandStreet,Dallas,Texas,17001,612.308.4251 x861,234-262-8745,Class A,Title Test,Active,9/15/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+peiyhoic@joinansel.com,534-41-6599,3/17/1981,Auer,Laverna,,F,123 RandStreet,Dallas,Texas,17001,519-610-6582,687-383-6100,Class A,Title Test,Active,2/22/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+rj5ti5hx@joinansel.com,710-43-5157,6/25/1948,Mohr,Hermann,,M,123 RandStreet,Dallas,Texas,17001,453.750.8430 x63012,526-822-4265,Class A,Title Test,Active,9/29/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
