Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+15h4gl3v@joinansel.com,275-75-2014,11/4/1943,Hahn,Ezequiel,,F,123 RandStreet,Dallas,Texas,17001,(671) 382-3895 x879,603-450-6161,Class A,Title Test,Active,10/17/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+powvdn48@joinansel.com,689-08-0521,7/11/1950,Lakin,Lola,,F,123 RandStreet,Dallas,Texas,17001,1-714-457-0263 x429,486-467-2896,Class A,Title Test,Active,11/18/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+bckz2zhy@joinansel.com,396-12-4295,5/17/1954,Kling,Luella,,M,123 RandStreet,Dallas,Texas,17001,319-388-4243 x2728,776-128-7772,Class A,Title Test,Active,5/5/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fov8ywdi@joinansel.com,566-48-0599,6/18/1968,Kreiger,Tyler,,M,123 RandStreet,Dallas,Texas,17001,233-567-9411 x1418,282-391-5932,Class A,Title Test,Active,6/28/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2ru7fjw9@joinansel.com,099-15-9929,10/15/1952,Wyman,Valentina,,F,123 RandStreet,Dallas,Texas,17001,977.921.5554,512-789-3629,Class A,Title Test,Active,1/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ciwbur1t@joinansel.com,709-62-5534,2/10/1975,Ryan,Irving,,F,123 RandStreet,Dallas,Texas,17001,(727) 243-6704 x3567,212-356-6409,Class A,Title Test,Active,11/18/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ynqdd9qy@joinansel.com,285-06-6596,2/26/1960,Moore,Gladyce,,F,123 RandStreet,Dallas,Texas,17001,(526) 243-3132,853-233-7489,Class A,Title Test,Active,11/9/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+5rrkcpnn@joinansel.com,750-87-3471,10/16/1957,Will,Carroll,,M,123 RandStreet,Dallas,Texas,17001,227.529.2299 x643,085-212-6907,Class A,Title Test,Active,6/13/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+as8cpktn@joinansel.com,590-30-8343,12/13/1978,Kshlerin-Reinger,Cathrine,,M,123 RandStreet,Dallas,Texas,17001,(666) 827-7185 x16988,616-629-0024,Class A,Title Test,Active,3/30/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+obyqhnka@joinansel.com,805-52-1417,6/4/1990,Runte,Piper,,M,123 RandStreet,Dallas,Texas,17001,1-345-607-9155,707-718-5224,Class A,Title Test,Active,2/12/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
