Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+7eexw4n0@joinansel.com,900-71-6696,7/23/1968,Rempel-Schimmel,Carmelo,,M,123 RandStreet,Dallas,Texas,17001,550.943.3665 x47342,178-416-0984,Class A,Title Test,Active,8/8/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+gfqwlerb@joinansel.com,660-15-2230,10/23/1998,Von,Bart,,M,123 RandStreet,Dallas,Texas,17001,(840) 942-6023 x50135,105-575-9888,Class A,Title Test,Active,7/31/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+98h4wifm@joinansel.com,543-71-4761,1/12/1962,Emmerich,Ashleigh,,F,123 RandStreet,Dallas,Texas,17001,1-883-324-3658 x13652,719-657-8996,Class A,Title Test,Active,6/22/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+z5sdgi9j@joinansel.com,885-17-0356,2/16/1991,Blick,Jerrold,,F,123 RandStreet,Dallas,Texas,17001,1-273-557-6989,317-009-1853,Class A,Title Test,Active,4/13/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wwwioyor@joinansel.com,120-17-8496,1/3/1981,McLaughlin,Velva,,F,123 RandStreet,Dallas,Texas,17001,(982) 583-6876 x65701,140-992-7832,Class A,Title Test,Active,12/6/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+j1tut15n@joinansel.com,288-10-3700,9/10/1940,Prohaska,Kenya,,F,123 RandStreet,Dallas,Texas,17001,(233) 581-6560,880-761-1011,Class A,Title Test,Active,10/4/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wdbn3d70@joinansel.com,267-43-0991,6/24/1950,Green,Alfreda,,M,123 RandStreet,Dallas,Texas,17001,(340) 853-3127,740-051-4294,Class A,Title Test,Active,4/17/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nni5tvoh@joinansel.com,106-35-8954,4/23/1964,Glover-Yost,Madeline,,M,123 RandStreet,Dallas,Texas,17001,1-334-432-3088,431-528-5500,Class A,Title Test,Active,6/4/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+3nnakirx@joinansel.com,755-82-8937,11/6/1995,Lindgren,Bridie,,F,123 RandStreet,Dallas,Texas,17001,656-828-0060,381-501-9588,Class A,Title Test,Active,4/11/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+j0kkzsty@joinansel.com,593-54-4127,1/6/1963,Kautzer,Orrin,,M,123 RandStreet,Dallas,Texas,17001,1-955-295-7477 x9223,859-548-8147,Class A,Title Test,Active,7/10/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
