Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+dqg0egh2@joinansel.com,193-43-1228,8/2/1952,Hoppe,Genevieve,,F,123 RandStreet,Dallas,Texas,17001,729-538-9287,419-841-9904,Class A,Title Test,Active,7/21/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xy1wtghc@joinansel.com,520-29-1754,11/12/1946,Abshire,Paxton,,F,123 RandStreet,Dallas,Texas,17001,(636) 988-6843 x1328,254-379-4818,Class A,Title Test,Active,7/1/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hdtfsm8b@joinansel.com,905-66-2784,8/23/1941,Wuckert,Madeline,,M,123 RandStreet,Dallas,Texas,17001,735.328.3773,453-630-7859,Class A,Title Test,Active,7/25/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+90iydsct@joinansel.com,798-19-3149,3/8/1948,Daniel,Javon,,F,123 RandStreet,Dallas,Texas,17001,1-809-877-8663,548-644-2385,Class A,Title Test,Active,7/20/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wiwki9gl@joinansel.com,871-60-1897,12/23/1972,Grant,Wava,,F,123 RandStreet,Dallas,Texas,17001,348-222-1466,038-607-5723,Class A,Title Test,Active,9/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+c8xqlakl@joinansel.com,501-49-6565,7/27/1964,Sawayn,Name,,M,123 RandStreet,Dallas,Texas,17001,299-750-6543 x43678,921-285-9928,Class A,Title Test,Active,3/7/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+m7aywxp8@joinansel.com,815-37-8603,6/21/2000,Kertzmann,Karolann,,F,123 RandStreet,Dallas,Texas,17001,1-616-315-6849,342-399-2579,Class A,Title Test,Active,10/7/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xkjxcljo@joinansel.com,884-99-9961,9/17/1997,Schaefer,Arvilla,,M,123 RandStreet,Dallas,Texas,17001,1-825-904-0744,036-919-1810,Class A,Title Test,Active,11/1/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+qybf4dcv@joinansel.com,258-06-5511,6/26/1942,Nitzsche,Raphaelle,,M,123 RandStreet,Dallas,Texas,17001,614-609-1156 x95256,865-348-4405,Class A,Title Test,Active,8/29/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+verg2j9r@joinansel.com,711-43-9546,5/22/1945,Gottlieb,Trace,,M,123 RandStreet,Dallas,Texas,17001,814-568-9354 x41158,778-219-5580,Class A,Title Test,Active,10/20/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
