Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+ocu35uqa@joinansel.com,916-99-0941,12/3/1979,Price,Naomie,,F,123 RandStreet,Dallas,Texas,17001,(737) 507-2927,336-559-1086,Class A,Title Test,Active,8/21/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+zbg26gat@joinansel.com,602-12-0662,10/12/1994,Heaney,Margot,,F,123 RandStreet,Dallas,Texas,17001,1-625-677-7311 x8128,942-986-9713,Class A,Title Test,Active,4/19/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hfbxaowi@joinansel.com,925-74-4384,7/23/1941,Hills,Mathias,,F,123 RandStreet,Dallas,Texas,17001,1-901-783-2021,323-284-0043,Class A,Title Test,Active,8/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+jxri21ea@joinansel.com,310-69-0596,7/8/1969,Mayer,Elaina,,M,123 RandStreet,Dallas,Texas,17001,871.331.2709,958-548-4640,Class A,Title Test,Active,6/27/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nzoxm3zd@joinansel.com,705-06-7595,12/8/1992,Simonis,Yasmeen,,F,123 RandStreet,Dallas,Texas,17001,1-760-819-5918 x36294,111-386-4934,Class A,Title Test,Active,4/5/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+nrqdaqmn@joinansel.com,241-11-2383,1/18/1943,Trantow,Mikayla,,F,123 RandStreet,Dallas,Texas,17001,1-297-993-2178 x2122,183-707-0036,Class A,Title Test,Active,4/7/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+6cvfw2xg@joinansel.com,413-87-5414,2/2/1971,Hilll,Cullen,,F,123 RandStreet,Dallas,Texas,17001,(462) 524-6158 x6644,679-724-1327,Class A,Title Test,Active,6/29/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dorzwkde@joinansel.com,521-68-6665,2/25/1963,Jacobson,Enid,,M,123 RandStreet,Dallas,Texas,17001,525.345.5536 x747,998-072-0768,Class A,Title Test,Active,11/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+cqykrong@joinansel.com,484-64-1785,6/18/1946,McClure,Arely,,F,123 RandStreet,Dallas,Texas,17001,(733) 251-1389 x9507,147-572-3035,Class A,Title Test,Active,5/2/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+uzjix2tn@joinansel.com,617-78-2698,7/3/1992,Gleason,Elwin,,M,123 RandStreet,Dallas,Texas,17001,907-698-3020,552-714-7249,Class A,Title Test,Active,11/25/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
