Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+sjadqga5@joinansel.com,674-64-5402,11/10/1950,O'Hara,Shirley,,F,123 RandStreet,Dallas,Texas,17001,1-413-763-5994 x749,873-318-2091,Class A,Title Test,Active,5/27/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+exzb0zsz@joinansel.com,978-14-2852,6/1/1974,O'Hara,Korey,,F,123 RandStreet,Dallas,Texas,17001,617.862.0693,897-743-2830,Class A,Title Test,Active,4/18/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2pwlv9bp@joinansel.com,966-39-4798,8/6/1995,Balistreri,Golden,,F,123 RandStreet,Dallas,Texas,17001,558-254-2421 x118,382-910-9757,Class A,Title Test,Active,9/11/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+amuhsnrh@joinansel.com,467-46-5677,6/6/1983,Auer,Elda,,M,123 RandStreet,Dallas,Texas,17001,800-385-0174 x465,279-033-9063,Class A,Title Test,Active,5/8/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+rqmylsry@joinansel.com,500-09-5979,8/3/1981,Gusikowski-Medhurst,Shyann,,M,123 RandStreet,Dallas,Texas,17001,(209) 936-4841,766-457-9173,Class A,Title Test,Active,1/11/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2hzdubtw@joinansel.com,455-84-8913,6/15/1998,Collins,Glenda,,M,123 RandStreet,Dallas,Texas,17001,603-466-2846,698-118-4983,Class A,Title Test,Active,5/13/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+suw5qjbh@joinansel.com,169-90-8638,5/16/1952,Dooley,Evie,,M,123 RandStreet,Dallas,Texas,17001,535-217-8744 x72061,861-697-9516,Class A,Title Test,Active,9/29/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+4gcbhvgi@joinansel.com,811-29-2406,5/6/1954,Dickens,Nyah,,M,123 RandStreet,Dallas,Texas,17001,385-817-1971,186-982-7650,Class A,Title Test,Active,4/10/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+i48yvw7x@joinansel.com,448-82-2672,10/4/1954,Wilkinson,Verner,,F,123 RandStreet,Dallas,Texas,17001,247-408-0761 x72087,478-704-4784,Class A,Title Test,Active,9/4/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+m9fdq5l9@joinansel.com,549-46-2723,6/8/1987,Weber,Cooper,,M,123 RandStreet,Dallas,Texas,17001,356.452.8929 x7723,546-501-5730,Class A,Title Test,Active,10/13/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
