Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+glilqxav@joinansel.com,055-63-8096,4/20/2000,Jast,Mertie,,M,123 RandStreet,Dallas,Texas,17001,969-972-2128 x79468,591-577-6863,Class A,Title Test,Active,7/18/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+fhoiabbm@joinansel.com,440-38-5975,2/27/1971,Hilll,Rhoda,,M,123 RandStreet,Dallas,Texas,17001,1-645-801-5817 x632,011-266-3560,Class A,Title Test,Active,1/2/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+yxxi5mva@joinansel.com,767-24-4049,4/5/1940,Senger,Domenica,,M,123 RandStreet,Dallas,Texas,17001,1-684-811-0478,872-468-1026,Class A,Title Test,Active,7/21/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+rg7zvtqn@joinansel.com,013-63-8203,7/3/1991,Dickinson,Thea,,F,123 RandStreet,Dallas,Texas,17001,536-664-1064 x395,746-514-8151,Class A,Title Test,Active,7/12/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tlkkwuop@joinansel.com,696-42-0718,5/21/1996,Sipes,Efrain,,F,123 RandStreet,Dallas,Texas,17001,1-326-425-4585,877-313-7073,Class A,Title Test,Active,4/4/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+c7gjrz1k@joinansel.com,192-14-1037,6/28/1983,Purdy,Nikita,,F,123 RandStreet,Dallas,Texas,17001,498-785-0346,265-351-1202,Class A,Title Test,Active,10/22/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+tcnpeilj@joinansel.com,542-72-9949,8/22/1961,Rosenbaum,Gregorio,,M,123 RandStreet,Dallas,Texas,17001,1-246-905-6242 x4917,793-254-8655,Class A,Title Test,Active,6/28/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+w3tg0lic@joinansel.com,921-09-3990,5/25/1947,Miller,Zena,,M,123 RandStreet,Dallas,Texas,17001,1-894-277-4524 x318,474-505-1051,Class A,Title Test,Active,12/15/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+zglfuxdm@joinansel.com,891-72-0286,1/23/1962,Harvey,Loraine,,F,123 RandStreet,Dallas,Texas,17001,(938) 635-0119,029-336-6905,Class A,Title Test,Active,1/13/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mk9mvpum@joinansel.com,341-25-5871,12/8/1956,Schulist,Maxine,,M,123 RandStreet,Dallas,Texas,17001,(310) 836-8318 x97684,969-276-7800,Class A,Title Test,Active,5/29/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
