Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Isabel71@yahoo.com,616-55-6666,11/6/1985,Bernhard,Kaya,,F,123 RandStreet,Dallas,Texas,17001,(747) 932-6345 x8809,894-323-5294,Class A,Title Test,Active,6/28/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Aric.Boyer@gmail.com,545-15-9008,10/23/1968,Zemlak,Porter,,F,123 RandStreet,Dallas,Texas,17001,(383) 951-8179 x357,038-769-0706,Class A,Title Test,Active,3/7/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Simeon.Kreiger@yahoo.com,405-22-2203,3/29/1998,Kirlin,Rhiannon,,F,123 RandStreet,Dallas,Texas,17001,1-333-796-3659,733-134-9988,Class A,Title Test,Active,3/22/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alessia_Bailey@hotmail.com,876-33-4320,1/25/1955,Hyatt,Elsa,,M,123 RandStreet,Dallas,Texas,17001,(849) 973-7805,906-706-8054,Class A,Title Test,Active,5/1/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Candida.Bernhard@hotmail.com,169-84-4639,1/11/1964,Mills,Ulises,,F,123 RandStreet,Dallas,Texas,17001,1-909-657-6726 x73440,961-689-7105,Class A,Title Test,Active,8/31/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elmo_Miller86@gmail.com,938-70-5804,12/23/1996,Treutel,Bonnie,,M,123 RandStreet,Dallas,Texas,17001,899-823-5227 x795,743-655-3338,Class A,Title Test,Active,3/16/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jermaine23@yahoo.com,564-06-4112,7/8/1974,Runolfsson,Jena,,M,123 RandStreet,Dallas,Texas,17001,627-402-4244,204-902-8738,Class A,Title Test,Active,4/26/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zoila40@gmail.com,523-03-9484,3/27/1958,McGlynn,Cheyenne,,F,123 RandStreet,Dallas,Texas,17001,564-386-2967 x7876,979-104-7238,Class A,Title Test,Active,4/30/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Deion4@gmail.com,855-45-8326,7/29/1991,Franecki,Norwood,,M,123 RandStreet,Dallas,Texas,17001,1-801-297-1672 x69367,649-363-2107,Class A,Title Test,Active,1/24/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Haven.Luettgen@gmail.com,501-46-1691,8/21/1999,Gerlach,Brandyn,,M,123 RandStreet,Dallas,Texas,17001,594.952.7136 x42563,272-452-3261,Class A,Title Test,Active,6/27/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
