Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+j3xndxn4@joinansel.com,171-14-1304,10/12/1977,Witting,Carolyn,,M,123 RandStreet,Dallas,Texas,17001,1-412-526-1443 x9787,743-668-7787,Class A,Title Test,Active,12/25/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+zmi0qrkr@joinansel.com,966-78-2009,10/24/1958,Bauch,Enoch,,F,123 RandStreet,Dallas,Texas,17001,(541) 487-3120 x599,480-044-6838,Class A,Title Test,Active,5/5/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+13vivb5w@joinansel.com,645-72-1953,4/22/1967,Collins,Mark,,F,123 RandStreet,Dallas,Texas,17001,568.885.7916,623-642-3247,Class A,Title Test,Active,3/19/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+kzirubvt@joinansel.com,610-31-0849,4/11/1994,Nienow,Sheila,,F,123 RandStreet,Dallas,Texas,17001,(362) 365-9419 x625,613-084-9874,Class A,Title Test,Active,5/16/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+k8eaytlq@joinansel.com,329-06-8889,8/16/1993,Wunsch,Salvatore,,M,123 RandStreet,Dallas,Texas,17001,(702) 574-3390,062-875-1450,Class A,Title Test,Active,11/7/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ew2t45pn@joinansel.com,024-04-1086,10/14/1998,Kuvalis,Leonor,,M,123 RandStreet,Dallas,Texas,17001,524-681-9990,599-010-0442,Class A,Title Test,Active,11/3/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+cpznnn2i@joinansel.com,089-03-1948,8/4/1974,Berge,Derick,,M,123 RandStreet,Dallas,Texas,17001,617-933-9904 x211,490-755-1427,Class A,Title Test,Active,12/14/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dmeuidi4@joinansel.com,216-89-9347,9/2/1947,Grady,Alicia,,F,123 RandStreet,Dallas,Texas,17001,1-435-409-1859 x7358,369-165-7610,Class A,Title Test,Active,7/5/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wvtqsfbs@joinansel.com,830-09-5066,4/5/1947,Torphy,Noemi,,M,123 RandStreet,Dallas,Texas,17001,(977) 634-6343 x56530,122-375-0624,Class A,Title Test,Active,9/4/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+x33j2vwy@joinansel.com,386-82-9653,2/5/1950,Smith,Bernard,,M,123 RandStreet,Dallas,Texas,17001,(537) 243-9392 x03196,234-225-2974,Class A,Title Test,Active,3/13/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
