Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+q1nvr7nq@joinansel.com,118-18-6482,12/1/1976,Kerluke,Jayce,,F,123 RandStreet,Dallas,Texas,17001,689.352.4039 x9334,551-317-9334,Class A,Title Test,Active,10/23/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+5ybbijzi@joinansel.com,326-91-5796,3/13/1982,Lockman-Romaguera,Dorothy,,F,123 RandStreet,Dallas,Texas,17001,1-360-722-3466 x3153,168-110-5830,Class A,Title Test,Active,9/16/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+4jkwgfej@joinansel.com,404-68-7550,10/30/1947,Harber,Joshuah,,M,123 RandStreet,Dallas,Texas,17001,649-416-2235,093-376-8539,Class A,Title Test,Active,4/8/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+5jzhts2i@joinansel.com,855-68-5482,7/15/1962,Hayes,Harold,,F,123 RandStreet,Dallas,Texas,17001,288-347-8794 x6158,595-738-6588,Class A,Title Test,Active,3/8/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+kfblfczr@joinansel.com,970-00-0444,4/28/1993,Cronin,Jermain,,M,123 RandStreet,Dallas,Texas,17001,1-886-202-3913 x211,218-465-8635,Class A,Title Test,Active,2/25/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2feqmyhq@joinansel.com,637-17-1562,8/9/1981,Grant,Kyla,,F,123 RandStreet,Dallas,Texas,17001,1-357-989-7971 x724,663-155-1114,Class A,Title Test,Active,6/30/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+hslqjfri@joinansel.com,975-73-6103,8/4/1971,Mosciski,Raina,,M,123 RandStreet,Dallas,Texas,17001,(208) 838-3426 x585,831-421-8537,Class A,Title Test,Active,12/24/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+wkjq8ns3@joinansel.com,116-42-6131,6/21/1958,Pagac,Christophe,,F,123 RandStreet,Dallas,Texas,17001,(834) 604-4590 x996,876-354-3631,Class A,Title Test,Active,11/23/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+a7hmi1am@joinansel.com,696-36-8365,7/17/1999,Bernhard,Lance,,F,123 RandStreet,Dallas,Texas,17001,655-749-6060,143-738-1670,Class A,Title Test,Active,11/13/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+o1t07kyy@joinansel.com,498-68-9131,4/28/1981,Wisoky,Amparo,,F,123 RandStreet,Dallas,Texas,17001,990.644.0817 x0078,376-715-4118,Class A,Title Test,Active,12/29/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
