Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+a9rl4bex@joinansel.com,296-87-7339,9/27/1947,Franecki,Carmel,,M,123 RandStreet,Dallas,Texas,17001,(757) 257-8775 x5087,918-504-4893,Class A,Title Test,Active,3/3/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+w5shmdy3@joinansel.com,061-26-6259,7/10/1999,Reichel-Kshlerin,Amina,,F,123 RandStreet,Dallas,Texas,17001,481.794.7385,682-174-8005,Class A,Title Test,Active,10/28/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+qwqhdp7d@joinansel.com,978-88-1243,12/23/1997,Kunze,Ella,,F,123 RandStreet,Dallas,Texas,17001,477.867.4626 x8677,736-197-7768,Class A,Title Test,Active,5/19/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+9azfpou7@joinansel.com,006-64-8921,7/7/1954,Witting,Freddie,,F,123 RandStreet,Dallas,Texas,17001,253-704-6306 x950,372-518-5751,Class A,Title Test,Active,5/17/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+7xehogan@joinansel.com,215-37-8289,2/2/1978,Schumm,Jaycee,,F,123 RandStreet,Dallas,Texas,17001,460-569-6594 x6907,121-991-5746,Class A,Title Test,Active,8/25/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+0iwxxwwi@joinansel.com,006-63-4207,3/14/1977,Strosin,Marshall,,M,123 RandStreet,Dallas,Texas,17001,482.450.7142 x5718,465-856-6995,Class A,Title Test,Active,2/6/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+eqr1pzbx@joinansel.com,657-86-8460,1/25/1952,Gottlieb,Ebony,,M,123 RandStreet,Dallas,Texas,17001,593-807-2690,211-493-2754,Class A,Title Test,Active,4/21/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lsidqz7g@joinansel.com,790-00-1994,10/26/1964,Pacocha,Jerrold,,M,123 RandStreet,Dallas,Texas,17001,532-826-0928 x096,602-283-7224,Class A,Title Test,Active,1/16/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+vl97phai@joinansel.com,525-74-8323,2/4/1994,Cummerata,Leann,,M,123 RandStreet,Dallas,Texas,17001,1-883-642-3276,647-955-5194,Class A,Title Test,Active,11/25/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+kpdfjshe@joinansel.com,771-73-2523,8/20/1969,Hodkiewicz,Emelie,,M,123 RandStreet,Dallas,Texas,17001,806-899-8010,468-855-4098,Class A,Title Test,Active,4/28/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
