Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+k5qitjux@joinansel.com,472-77-6368,3/1/1971,Funk,Callie,,M,123 RandStreet,Dallas,Texas,17001,897.455.1787,750-072-1615,Class A,Title Test,Active,10/24/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+xa5wlwwl@joinansel.com,628-25-0081,5/8/1990,Stehr,Henderson,,M,123 RandStreet,Dallas,Texas,17001,974-880-6869 x80400,690-849-5972,Class A,Title Test,Active,6/16/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+q64eywog@joinansel.com,035-19-6972,10/1/1983,Hills,Oral,,F,123 RandStreet,Dallas,Texas,17001,(333) 734-1222,691-246-5421,Class A,Title Test,Active,4/14/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+riw9v1wd@joinansel.com,643-41-4706,11/1/1970,Lueilwitz,Eileen,,M,123 RandStreet,Dallas,Texas,17001,436-507-5664 x4978,446-216-4101,Class A,Title Test,Active,11/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dk9vfs50@joinansel.com,572-31-3511,11/1/1995,Rice-Schuster,Turner,,F,123 RandStreet,Dallas,Texas,17001,869-865-5759,201-214-3622,Class A,Title Test,Active,5/7/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+lhkt5s0l@joinansel.com,961-17-9201,3/14/1969,Raynor,Chris,,F,123 RandStreet,Dallas,Texas,17001,(691) 288-8759 x3628,224-311-8769,Class A,Title Test,Active,7/17/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dpmzziap@joinansel.com,431-20-1552,2/25/1975,Heller,Tressa,,M,123 RandStreet,Dallas,Texas,17001,(500) 911-8279 x785,905-173-3260,Class A,Title Test,Active,11/30/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+23rprxjz@joinansel.com,340-31-3216,5/2/1984,Terry,Francesca,,F,123 RandStreet,Dallas,Texas,17001,374.669.2180 x839,001-432-6000,Class A,Title Test,Active,1/5/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ckvnysvh@joinansel.com,124-21-3922,4/4/1977,Buckridge,Catharine,,F,123 RandStreet,Dallas,Texas,17001,1-292-581-0126 x2836,302-691-2336,Class A,Title Test,Active,6/17/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+omz4mb4h@joinansel.com,151-72-9217,6/17/1983,Von,Aimee,,F,123 RandStreet,Dallas,Texas,17001,(633) 250-4351 x16522,754-418-0350,Class A,Title Test,Active,2/2/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
