Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,igor.pejin+nhag6gri@joinansel.com,604-81-7017,12/30/1940,Lebsack,Terrence,,F,123 RandStreet,Dallas,Texas,17001,341.786.0927 x393,316-094-5855,Class A,Title Test,Active,10/17/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+2p5kpxpn@joinansel.com,800-22-4807,7/20/1978,Batz,Cristobal,,M,123 RandStreet,Dallas,Texas,17001,882.616.5073 x3776,704-664-6278,Class A,Title Test,Active,11/13/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+4h3n63ds@joinansel.com,306-78-7439,8/30/1969,Kirlin,Annamae,,M,123 RandStreet,Dallas,Texas,17001,1-515-359-9657 x04858,613-510-7192,Class A,Title Test,Active,10/20/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+cyia9rpt@joinansel.com,790-15-6872,12/5/1944,Rodriguez,Blaze,,M,123 RandStreet,Dallas,Texas,17001,849-960-6680 x9317,278-499-0466,Class A,Title Test,Active,10/17/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+ljt1cnny@joinansel.com,987-48-0155,4/19/1946,Barrows,Rose,,M,123 RandStreet,Dallas,Texas,17001,(704) 367-8123 x16236,296-591-6055,Class A,Title Test,Active,3/15/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+n1xrvvc9@joinansel.com,665-94-1855,2/11/1977,Berge,Petra,,F,123 RandStreet,Dallas,Texas,17001,487.249.5054 x608,927-414-5704,Class A,Title Test,Active,9/11/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+dvypsy5m@joinansel.com,405-09-1501,12/4/1973,Schroeder-Fadel,Dameon,,F,123 RandStreet,Dallas,Texas,17001,275-657-9335 x14329,064-284-9697,Class A,Title Test,Active,7/21/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+k8rgfcrz@joinansel.com,506-27-3473,8/19/1944,Runte,Marge,,M,123 RandStreet,Dallas,Texas,17001,(598) 481-1693 x511,549-846-5907,Class A,Title Test,Active,3/7/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+mq6wsifj@joinansel.com,439-72-1649,11/19/1963,Walter,Drew,,M,123 RandStreet,Dallas,Texas,17001,420-460-4223 x5495,519-696-3199,Class A,Title Test,Active,4/18/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,igor.pejin+c18evlrh@joinansel.com,847-65-4844,2/24/1960,Schoen,Pedro,,F,123 RandStreet,Dallas,Texas,17001,(801) 233-3074,540-578-4324,Class A,Title Test,Active,2/23/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
