Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Michaela.Cole@gmail.com,338-93-7449,10/6/1966,Hane-Schimmel,Alfredo,,M,123 RandStreet,Dallas,Texas,17001,969-814-0141 x4819,018-379-4730,Class A,Title Test,Active,3/5/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Aidan.Greenfelder45@gmail.com,416-07-8816,8/25/1953,Reichel-Schmeler,Armani,,F,123 RandStreet,Dallas,Texas,17001,(380) 750-2922 x75008,058-634-5200,Class A,Title Test,Active,9/29/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Iliana56@yahoo.com,474-46-2825,6/12/1979,Wolff,Moriah,,F,123 RandStreet,Dallas,Texas,17001,303-268-2511 x421,121-995-2723,Class A,Title Test,Active,1/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alia57@gmail.com,694-88-0754,6/23/1996,Cruickshank,Alek,,M,123 RandStreet,Dallas,Texas,17001,(432) 947-8035 x31095,219-737-9528,Class A,Title Test,Active,4/30/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Destini.Kuhic22@gmail.com,085-46-0328,10/29/1954,Jacobson,Giovanny,,F,123 RandStreet,Dallas,Texas,17001,821-378-0528,446-276-1067,Class A,Title Test,Active,11/3/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jamaal6@yahoo.com,823-03-3950,5/26/1961,Walter,Pamela,,F,123 RandStreet,Dallas,Texas,17001,690.315.3839,196-957-0561,Class A,Title Test,Active,8/1/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Carmen78@yahoo.com,723-72-6765,6/4/1999,Friesen,Lexi,,M,123 RandStreet,Dallas,Texas,17001,627-326-9646 x309,997-307-5734,Class A,Title Test,Active,11/16/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Gwendolyn_Legros80@hotmail.com,775-11-7065,1/7/1956,Cremin,Mireya,,M,123 RandStreet,Dallas,Texas,17001,831-235-2467 x5134,680-307-1562,Class A,Title Test,Active,10/23/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kathryn.Turner18@gmail.com,194-85-3068,7/18/1950,Wintheiser,Jane,,M,123 RandStreet,Dallas,Texas,17001,(905) 233-9883 x402,142-260-9800,Class A,Title Test,Active,9/20/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Joana30@hotmail.com,102-14-2399,5/2/1991,Stehr,Rosina,,F,123 RandStreet,Dallas,Texas,17001,(312) 351-6271 x4801,228-447-0704,Class A,Title Test,Active,5/27/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
